N,topology,aut_size,g,mode,energy,p_exact
7,"tree:0-1,0-2,1-3,2-4,3-5,4-6",2,2520.0,A,4.409891247255636,0.12039827784380226
7,"tree:0-1,0-2,1-3,2-4,3-5,4-6",2,2520.0,B,4.409891247255636,0.12039827784380226
7,"tree:0-1,0-2,1-3,2-4,3-5,4-6",2,2520.0,C,4.409891247255636,0.12039827784380226
7,"tree:0-1,0-2,1-3,1-4,2-5,2-6",8,630.0,A,4.243295166720859,0.03555592996132599
7,"tree:0-1,0-2,1-3,1-4,2-5,2-6",8,630.0,B,4.243295166720859,0.03555592996132599
7,"tree:0-1,0-2,1-3,1-4,2-5,2-6",8,630.0,C,4.243295166720859,0.03555592996132599
7,"tree:0-1,0-2,1-3,2-4,4-5,4-6",2,2520.0,A,4.483727262009443,0.1118288093920964
7,"tree:0-1,0-2,1-3,2-4,4-5,4-6",2,2520.0,B,4.483727262009443,0.1118288093920964
7,"tree:0-1,0-2,1-3,2-4,4-5,4-6",2,2520.0,C,4.483727262009443,0.1118288093920964
7,"tree:0-1,0-2,1-3,2-4,2-5,2-6",6,840.0,A,4.285682268071741,0.0454404155621696
7,"tree:0-1,0-2,1-3,2-4,2-5,2-6",6,840.0,B,4.285682268071741,0.0454404155621696
7,"tree:0-1,0-2,1-3,2-4,2-5,2-6",6,840.0,C,4.285682268071741,0.0454404155621696
7,"tree:0-1,0-2,0-3,1-4,2-5,3-6",6,840.0,A,3.9996353882654656,0.06048822992836684
7,"tree:0-1,0-2,0-3,1-4,2-5,3-6",6,840.0,B,3.9996353882654656,0.06048822992836684
7,"tree:0-1,0-2,0-3,1-4,2-5,3-6",6,840.0,C,3.9996353882654656,0.06048822992836684
7,"tree:0-1,0-2,0-3,2-4,3-5,5-6",1,5040.0,A,4.135348284204394,0.3168711970206559
7,"tree:0-1,0-2,0-3,2-4,3-5,5-6",1,5040.0,B,4.135348284204394,0.3168711970206559
7,"tree:0-1,0-2,0-3,2-4,3-5,5-6",1,5040.0,C,4.135348284204394,0.3168711970206559
7,"tree:0-1,0-2,0-3,2-4,3-5,3-6",2,2520.0,A,4.052050243937005,0.1721982160989523
7,"tree:0-1,0-2,0-3,2-4,3-5,3-6",2,2520.0,B,4.052050243937005,0.1721982160989523
7,"tree:0-1,0-2,0-3,2-4,3-5,3-6",2,2520.0,C,4.052050243937005,0.1721982160989523
7,"tree:0-1,0-2,0-3,0-4,3-5,4-6",4,1260.0,A,3.8608053211531512,0.10424500800539482
7,"tree:0-1,0-2,0-3,0-4,3-5,4-6",4,1260.0,B,3.8608053211531512,0.10424500800539482
7,"tree:0-1,0-2,0-3,0-4,3-5,4-6",4,1260.0,C,3.8608053211531512,0.10424500800539482
7,"tree:0-1,0-2,0-3,0-4,4-5,4-6",12,420.0,A,3.9132201768246904,0.0329739161872359
7,"tree:0-1,0-2,0-3,0-4,4-5,4-6",12,420.0,B,3.9132201768246904,0.0329739161872359
7,"tree:0-1,0-2,0-3,0-4,4-5,4-6",12,420.0,C,3.9132201768246904,0.0329739161872359
